0.001	0.294	0.00025	0.01
0.002	0.167	0.00025	0.009
0.003	0.138	0.00025	0.008
0.004	0.095	0.00025	0.007
0.005	0.075	0.00025	0.006
0.006	0.065	0.00025	0.005
0.007	0.054	0.00025	0.005
0.008	0.045	0.00025	0.005
0.009	0.037	0.00025	0.005
0.010	0.027	0.00025	0.005
